[PRIMA DI INIZIARE] Consenso al Trattamento dei Dati Dichiaro di aver letto l'informativa di essere maggiorenne e di acconsentire al trattamento dei miei dati in forma anonima e aggregata per le finalità di ricerca descritte.,age_band,occupation,education,income_source,primary_provider,accounts_count,trad_trust,trad_fees,trad_innov,trad_ux,trad_service,fintech_services_multi,fin_trust,fin_fees,fin_ux,imp_app,imp_no_fees,imp_brand,imp_onboarding,imp_branch,Quanto sono importanti per te i seguenti fattori nella scelta di un nuovo servizio finanziario (conto carta etc.)? (Usa una scala da 1 a 5 dove 1 è Per Nulla Importante e 5 è Estremamente Importante). [Qualità velocità e design dell'app mobile],imp_innovation,imp_cashback,future_pref,IDX_TRAD,IDX_FIN,IDX_IMPORTANCE,age_band_norm,coorte,primary_provider_norm,future_pref_norm,use_conti_pagamenti,use_invest_trading,use_risparmio_budgeting,use_credito_bnpl,use_nessuno
Accetto,26 - 30 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5.0,3.0,2.0,4.0,4.0,Nessuno dei precedenti,2.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3,2.0,4.0,Utilizzando un mix bilanciato di entrambi,3.6,3.333333333333333,4.142857142857143,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,2.0,3.0,3.0,3.0,3.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,5 (Estremamente Imp.),4.0,3.0,Prevalentemente su una neobanca/servizio fintech,2.8,4.333333333333333,3.4285714285714284,18-21,Gen Z 18-25,Neobanca/Fintech,Fintech,1,0,0,0,0
Accetto,18 -21 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4.0,3.0,3.0,3.0,4.0,Nessuno dei precedenti,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,5 (Estremamente Imp.),2.0,5.0,Prevalentemente su una banca tradizionale,3.4,3.333333333333333,3.857142857142857,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,3.0,3.0,4.0,4.0,"Risparmio automatico e budgeting (es. Gimme5, Oval)",2.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3,2.0,5.0,Utilizzando un mix bilanciato di entrambi,3.6,4.0,4.142857142857143,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,1,0,0
Accetto,26 - 30 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4.0,2.0,2.0,2.0,5.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Investimenti e trading online (es. Trade Republic, eToro, Degiro);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",3.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,5 (Estremamente Imp.),5.0,3.0,Prevalentemente su una neobanca/servizio fintech,3.0,4.0,3.857142857142857,26-30,26-30 (Z/Mix),Neobanca/Fintech,Fintech,1,1,0,1,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Due,5.0,3.0,4.0,4.0,4.0,Nessuno dei precedenti,2.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,5 (Estremamente Imp.),1.0,3.0,Non saprei / Non ho una preferenza,4.0,3.6666666666666665,3.142857142857143,18-21,Gen Z 18-25,Poste,NS/NA,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,2.0,2.0,3.0,3.0,4.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",5.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,5 (Estremamente Imp.),4.0,5.0,Utilizzando un mix bilanciato di entrambi,2.8,5.0,3.7142857142857135,18-21,Gen Z 18-25,Neobanca/Fintech,Mix,1,0,0,0,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Borsa di studio / Sussidi,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Tre o più,4.0,3.0,2.0,3.0,4.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,5 (Estremamente Imp.),4.0,4.0,Utilizzando un mix bilanciato di entrambi,3.2,4.333333333333333,3.571428571428572,18-21,Gen Z 18-25,Neobanca/Fintech,Mix,1,0,0,0,0
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,4.0,2.0,2.0,4.0,5.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3,2.0,3.0,Utilizzando un mix bilanciato di entrambi,3.4,4.0,3.2857142857142856,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,1,0,0,0,0
Accetto,26 - 30 anni,Studente/Studentessa lavoratore/lavoratrice,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,4.0,2.0,4.0,3.0,4.0,Nessuno dei precedenti,2.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,3,2.0,4.0,Prevalentemente su una banca tradizionale,3.4,3.333333333333333,3.2857142857142856,26-30,26-30 (Z/Mix),Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4.0,3.0,2.0,2.0,5.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Investimenti e trading online (es. Trade Republic, eToro, Degiro);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5 (Estremamente Imp.),5.0,3.0,Utilizzando un mix bilanciato di entrambi,3.2,4.333333333333333,4.0,26-30,26-30 (Z/Mix),Neobanca/Fintech,Mix,1,1,0,1,0
Accetto,22 - 25 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Tre o più,4.0,2.0,3.0,3.0,3.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",5.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,5 (Estremamente Imp.),4.0,5.0,Prevalentemente su una neobanca/servizio fintech,3.0,5.0,3.4285714285714284,22-25,Gen Z 18-25,Neobanca/Fintech,Fintech,1,0,0,0,0
Accetto,18 -21 anni,In cerca di occupazione / Altro,Laurea Magistrale / Master (o titolo equipollente o superiore),Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,4.0,3.0,3.0,2.0,4.0,"Risparmio automatico e budgeting (es. Gimme5, Oval)",2.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5 (Estremamente Imp.),3.0,3.0,Utilizzando un mix bilanciato di entrambi,3.2,4.0,4.142857142857143,18-21,Gen Z 18-25,Banca tradizionale,Mix,0,0,1,0,0
Accetto,22 - 25 anni,Studente/Studentessa lavoratore/lavoratrice,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Tre o più,4.0,3.0,3.0,3.0,4.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",4.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,5 (Estremamente Imp.),5.0,3.0,Utilizzando un mix bilanciato di entrambi,3.4,4.333333333333333,3.4285714285714284,22-25,Gen Z 18-25,Neobanca/Fintech,Mix,1,0,0,1,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,2.0,2.0,4.0,5.0,"Investimenti e trading online (es. Trade Republic, eToro, Degiro)",2.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,5 (Estremamente Imp.),3.0,5.0,Prevalentemente su una banca tradizionale,3.4,3.333333333333333,4.142857142857143,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,1,0,0,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,5.0,2.0,3.0,2.0,5.0,Nessuno dei precedenti,2.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5 (Estremamente Imp.),4.0,3.0,Prevalentemente su una banca tradizionale,3.4,4.0,4.285714285714286,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,2.0,4.0,4.0,4.0,Nessuno dei precedenti,2.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4,3.0,3.0,Utilizzando un mix bilanciato di entrambi,3.6,3.333333333333333,3.857142857142857,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,5.0,3.0,3.0,4.0,4.0,Nessuno dei precedenti,2.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4,1.0,3.0,Utilizzando un mix bilanciato di entrambi,3.8,3.6666666666666665,3.0,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,4.0,2.0,3.0,2.0,4.0,"Risparmio automatico e budgeting (es. Gimme5, Oval)",2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5 (Estremamente Imp.),3.0,5.0,Prevalentemente su una banca tradizionale,3.0,4.0,4.571428571428571,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,1,0,0
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5.0,2.0,2.0,3.0,4.0,Nessuno dei precedenti,3.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5 (Estremamente Imp.),3.0,5.0,Prevalentemente su una banca tradizionale,3.2,4.0,4.285714285714286,22-25,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,3.0,3.0,3.0,5.0,Nessuno dei precedenti,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5 (Estremamente Imp.),2.0,3.0,Prevalentemente su una banca tradizionale,3.6,4.0,3.857142857142857,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Due,5.0,3.0,2.0,4.0,5.0,"Risparmio automatico e budgeting (es. Gimme5, Oval)",3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3,2.0,3.0,Prevalentemente su una banca tradizionale,3.8,4.0,3.0,26-30,26-30 (Z/Mix),Poste,Tradizionale,0,0,1,0,0
Accetto,26 - 30 anni,Studente/Studentessa,Laurea Triennale (o titolo equipollente),Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4.0,2.0,3.0,3.0,3.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Investimenti e trading online (es. Trade Republic, eToro, Degiro)",5.0,4.0,5.0,3.0,5.0,1.0,5.0,1.0,5 (Estremamente Imp.),5.0,5.0,Prevalentemente su una neobanca/servizio fintech,3.0,4.666666666666667,3.571428571428572,26-30,26-30 (Z/Mix),Neobanca/Fintech,Fintech,1,1,0,0,0
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Tre o più,5.0,2.0,4.0,4.0,5.0,Nessuno dei precedenti,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,3,3.0,2.0,Utilizzando un mix bilanciato di entrambi,4.0,3.6666666666666665,3.857142857142857,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,26 - 30 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5.0,3.0,3.0,3.0,4.0,Nessuno dei precedenti,2.0,5.0,4.0,2.0,5.0,4.0,3.0,5.0,3,3.0,5.0,Utilizzando un mix bilanciato di entrambi,3.6,3.6666666666666665,3.857142857142857,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,2.0,3.0,3.0,4.0,"Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4,1.0,4.0,Prevalentemente su una banca tradizionale,3.2,4.0,3.7142857142857135,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,1,0
Accetto,18 -21 anni,In cerca di occupazione / Altro,Laurea Magistrale / Master (o titolo equipollente o superiore),Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Tre o più,4.0,2.0,3.0,2.0,4.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",4.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,5 (Estremamente Imp.),5.0,3.0,Utilizzando un mix bilanciato di entrambi,3.0,4.666666666666667,3.4285714285714284,18-21,Gen Z 18-25,Neobanca/Fintech,Mix,1,0,0,1,0
Accetto,22 - 25 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,3.0,2.0,4.0,4.0,Nessuno dei precedenti,3.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,4,1.0,3.0,Utilizzando un mix bilanciato di entrambi,3.4,3.6666666666666665,3.2857142857142856,22-25,Gen Z 18-25,Banca tradizionale,Mix,0,0,0,0,1
Accetto,22 - 25 anni,Studente/Studentessa,Laurea Triennale (o titolo equipollente),Supporto familiare,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Due,4.0,3.0,4.0,3.0,4.0,Nessuno dei precedenti,3.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5 (Estremamente Imp.),2.0,3.0,Prevalentemente su una neobanca/servizio fintech,3.6,4.0,3.571428571428572,22-25,Gen Z 18-25,Poste,Fintech,0,0,0,0,1
Accetto,26 - 30 anni,In cerca di occupazione / Altro,Laurea Magistrale / Master (o titolo equipollente o superiore),Borsa di studio / Sussidi,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Uno,4.0,2.0,2.0,4.0,5.0,"Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",2.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4,1.0,4.0,Utilizzando un mix bilanciato di entrambi,3.4,4.0,3.857142857142857,26-30,26-30 (Z/Mix),Poste,Mix,0,0,0,1,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,5.0,2.0,2.0,3.0,5.0,Nessuno dei precedenti,3.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,5 (Estremamente Imp.),2.0,5.0,Prevalentemente su una banca tradizionale,3.4,4.0,3.571428571428572,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Diploma di scuola superiore,Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Due,5.0,3.0,2.0,3.0,5.0,Nessuno dei precedenti,2.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4,3.0,4.0,Non saprei / Non ho una preferenza,3.6,3.0,4.0,26-30,26-30 (Z/Mix),Banca tradizionale,NS/NA,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Tre o più,4.0,2.0,3.0,4.0,4.0,Nessuno dei precedenti,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4,1.0,4.0,Utilizzando un mix bilanciato di entrambi,3.4,3.6666666666666665,3.857142857142857,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Borsa di studio / Sussidi,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,4.0,2.0,3.0,2.0,3.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3.0,4.0,5.0,3.0,5.0,2.0,4.0,1.0,5 (Estremamente Imp.),5.0,5.0,Non saprei / Non ho una preferenza,2.8,4.0,3.571428571428572,18-21,Gen Z 18-25,Neobanca/Fintech,NS/NA,1,0,0,0,0
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Tre o più,5.0,2.0,2.0,4.0,5.0,"Investimenti e trading online (es. Trade Republic, eToro, Degiro)",3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4,2.0,3.0,Prevalentemente su una banca tradizionale,3.6,3.333333333333333,3.4285714285714284,26-30,26-30 (Z/Mix),Banca tradizionale,Tradizionale,0,1,0,0,0
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Uno,5.0,3.0,4.0,3.0,5.0,Nessuno dei precedenti,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3,2.0,5.0,Prevalentemente su una neobanca/servizio fintech,4.0,3.333333333333333,3.857142857142857,26-30,26-30 (Z/Mix),Banca tradizionale,Fintech,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,2.0,2.0,4.0,5.0,Nessuno dei precedenti,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,3,1.0,4.0,Utilizzando un mix bilanciato di entrambi,3.4,4.333333333333333,3.4285714285714284,26-30,26-30 (Z/Mix),Banca tradizionale,Mix,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,5.0,3.0,2.0,4.0,5.0,"Risparmio automatico e budgeting (es. Gimme5, Oval)",2.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,4,3.0,3.0,Prevalentemente su una banca tradizionale,3.8,4.0,3.857142857142857,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,1,0,0
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Uno,2.0,3.0,2.0,2.0,3.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",5.0,4.0,5.0,3.0,3.0,2.0,5.0,1.0,5 (Estremamente Imp.),4.0,2.0,Utilizzando un mix bilanciato di entrambi,2.4,4.666666666666667,2.857142857142857,22-25,Gen Z 18-25,Neobanca/Fintech,Mix,1,0,0,0,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Uno,5.0,3.0,2.0,4.0,5.0,Nessuno dei precedenti,2.0,5.0,3.0,2.0,5.0,4.0,4.0,4.0,5 (Estremamente Imp.),1.0,3.0,Utilizzando un mix bilanciato di entrambi,3.8,3.333333333333333,3.2857142857142856,18-21,Gen Z 18-25,Poste,Mix,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro full-time,"Una banca online di un gruppo tradizionale (es. buddybank, Isybank, Fineco, etc.)",Tre o più,5.0,3.0,2.0,3.0,5.0,Nessuno dei precedenti,3.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4,3.0,3.0,Prevalentemente su una neobanca/servizio fintech,3.6,3.6666666666666665,3.571428571428572,26-30,26-30 (Z/Mix),Banca tradizionale,Fintech,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4.0,3.0,4.0,4.0,4.0,Nessuno dei precedenti,2.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,5 (Estremamente Imp.),3.0,4.0,Prevalentemente su una banca tradizionale,3.8,3.6666666666666665,3.857142857142857,18-21,Gen Z 18-25,Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,18 -21 anni,Studente/Studentessa lavoratore/lavoratrice,Diploma di scuola superiore,Lavoro part-time / Lavori saltuari,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Tre o più,3.0,2.0,2.0,3.0,4.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay)",3.0,4.0,5.0,3.0,5.0,2.0,5.0,1.0,5 (Estremamente Imp.),4.0,4.0,Prevalentemente su una neobanca/servizio fintech,2.8,4.0,3.4285714285714284,18-21,Gen Z 18-25,Neobanca/Fintech,Fintech,1,0,0,0,0
Accetto,18 -21 anni,Studente/Studentessa,Diploma di scuola superiore,Supporto familiare,"Una neobanca o app fintech 100% digitale (es. Revolut, N26, Hype, etc.)",Due,3.0,3.0,2.0,3.0,3.0,"Conti e pagamenti digitali (es. Revolut, N26, Hype, Satispay);Credito istantaneo / Buy Now Pay Later (es. Klarna, Scalapay, PayPal ""Paga in 3 rate"")",5.0,4.0,5.0,3.0,5.0,3.0,5.0,1.0,5 (Estremamente Imp.),4.0,3.0,Prevalentemente su una banca tradizionale,2.8,4.666666666666667,3.4285714285714284,18-21,Gen Z 18-25,Neobanca/Fintech,Tradizionale,1,0,0,1,0
Accetto,26 - 30 anni,Studente/Studentessa lavoratore/lavoratrice,Laurea Triennale (o titolo equipollente),Lavoro part-time / Lavori saltuari,"L'Ufficio Postale (es. Conto BancoPosta, PostePay Evolution)",Uno,4.0,3.0,2.0,4.0,5.0,Nessuno dei precedenti,2.0,4.0,5.0,2.0,5.0,4.0,3.0,4.0,4,2.0,4.0,Utilizzando un mix bilanciato di entrambi,3.6,3.6666666666666665,3.4285714285714284,26-30,26-30 (Z/Mix),Poste,Mix,0,0,0,0,1
Accetto,26 - 30 anni,Lavoratore/Lavoratrice (da più di 2 anni nel mondo del lavoro),Laurea Triennale (o titolo equipollente),Lavoro full-time,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Uno,4.0,2.0,4.0,3.0,5.0,Nessuno dei precedenti,3.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3,1.0,5.0,Prevalentemente su una banca tradizionale,3.6,4.333333333333333,3.571428571428572,26-30,26-30 (Z/Mix),Banca tradizionale,Tradizionale,0,0,0,0,1
Accetto,22 - 25 anni,"Lavoratore/Lavoratrice (neolaureato/a, da meno di 2 anni nel mondo del lavoro)",Laurea Magistrale / Master (o titolo equipollente o superiore),Lavoro part-time / Lavori saltuari,"Una banca tradizionale con filiali fisiche (es. Intesa Sanpaolo, UniCredit, BNL, etc.)",Due,4.0,3.0,2.0,3.0,4.0,Nessuno dei precedenti,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4,3.0,3.0,Prevalentemente su una neobanca/servizio fintech,3.2,4.0,3.4285714285714284,22-25,Gen Z 18-25,Banca tradizionale,Fintech,0,0,0,0,1
